PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,type,Expenses,Surname,Is_Child,deck,side,GroupId,PassengerNum,GroupSize,Siblings,AgeClass,AgeToTransported,CryoSleepInGroup,CryoSleepInFamily,DestinationToTransported,AgeClassToExpenses,Movement,MovementToCryoSleep
1847_01,Earth,0.0,TRAPPIST-1e,65.0,False,5.0,317.0,511.1954765751212,0.0,123.0,False,0,956.1954765751211,Tuckers,0,G,S,1847,1,1,1,43+,0.4897324206596142,0.0,0.32525358,0.4721994423486961,1930.852210892215,Earth -> TRAPPIST-1e,0.26738608
1848_01,Earth,0.0,TRAPPIST-1e,22.0,False,181.0,0.0,2.0,0.0,663.0,False,0,846.0,Gilleranks,0,G,S,1848,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1849_01,Earth,0.0,TRAPPIST-1e,25.0,False,113.0,0.0,0.0,1282.0,0.0,False,0,1395.0,Sellentry,0,F,P,1849,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1850_01,Earth,0.0,PSO J318.5-22,54.0,False,0.0,316.0,257.0,0.0,0.0,False,0,573.0,Schwardson,0,F,S,1850,1,2,2,43+,0.4897324206596142,0.0,0.39817518,0.5037688442211056,1930.852210892215,Earth -> PSO J318.5-22,0.50735295
1850_02,Earth,0.0,55 Cancri e,25.0,False,0.0,0.0,1.0,735.0,25.0,False,0,761.0,Schwardson,0,F,S,1850,2,2,2,18-42,0.47507897507897506,0.0,0.39817518,0.61,1622.826575562012,Earth -> 55 Cancri e,0.3195266
1853_01,Earth,1.0,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0.0,Webstenson,0,G,P,1853,1,1,1,13-17,0.5601926163723917,1.0,0.32525358,0.4721994423486961,827.553217113614,Earth -> TRAPPIST-1e,0.26738608
1854_01,Europa,0.0,55 Cancri e,53.0,False,0.0,13527.0,0.0,0.0,771.0,True,0,14298.0,Unprive,0,A,S,1854,1,1,1,43+,0.4897324206596142,0.0,0.32525358,0.61,1930.852210892215,Europa -> 55 Cancri e,0.51537883
1855_01,Earth,1.0,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0.0,Jenson,1,G,P,1855,1,2,2,0,0.8089887640449438,0.5,0.39817518,0.4721994423486961,0.0,Earth -> TRAPPIST-1e,0.26738608
1855_02,Earth,0.0,TRAPPIST-1e,39.0,False,0.0,43.0,864.0,0.0,85.0,False,0,992.0,Jenson,0,E,P,1855,2,2,2,18-42,0.47507897507897506,0.5,0.39817518,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1856_01,Earth,0.0,TRAPPIST-1e,22.0,False,8.0,710.0,0.0,27.0,0.0,True,0,745.0,Combson,0,F,P,1856,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1857_01,Mars,0.0,55 Cancri e,31.0,False,120.0,0.0,657.0,52.0,0.0,False,0,829.0,Emone,0,D,S,1857,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.61,1622.826575562012,Mars -> 55 Cancri e,0.4217687
1859_01,Mars,1.0,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0.0,Seen,0,F,S,1859,1,1,1,18-42,0.47507897507897506,1.0,0.32525358,0.4721994423486961,1622.826575562012,Mars -> TRAPPIST-1e,0.39647007
1860_01,Europa,0.0,TRAPPIST-1e,35.0,True,0.0,1.0,0.0,0.0,3156.0,False,0,3157.0,Headfair,0,A,P,1860,1,2,2,18-42,0.47507897507897506,0.0,0.39817518,0.4721994423486961,1622.826575562012,Europa -> TRAPPIST-1e,0.4031903
1860_02,Europa,0.0,55 Cancri e,35.0,False,95.0,3441.0,0.0,391.0,318.0,False,0,4245.0,Headfair,0,A,P,1860,2,2,2,18-42,0.47507897507897506,0.0,0.39817518,0.61,1622.826575562012,Europa -> 55 Cancri e,0.51537883
1861_01,Mars,1.0,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0.0,Clake,0,F,S,1861,1,2,2,18-42,0.47507897507897506,0.5,0.39817518,0.4721994423486961,1622.826575562012,Mars -> TRAPPIST-1e,0.39647007
1861_02,Mars,0.0,TRAPPIST-1e,61.0,False,953.0,415.0,974.0,0.0,133.0,False,0,2475.0,Clake,0,F,S,1861,2,2,2,43+,0.4897324206596142,0.5,0.39817518,0.4721994423486961,1930.852210892215,Mars -> TRAPPIST-1e,0.39647007
1863_01,Earth,0.0,55 Cancri e,58.0,False,14.0,0.0,1081.0,0.0,0.0,True,0,1095.0,Handertiz,0,F,P,1863,1,1,1,43+,0.4897324206596142,0.0,0.32525358,0.61,1930.852210892215,Earth -> 55 Cancri e,0.3195266
1864_01,Mars,0.0,TRAPPIST-1e,26.0,False,1752.0,22.0,0.0,4.0,875.6943820224719,False,0,2653.694382022472,Erflé,0,D,S,1864,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Mars -> TRAPPIST-1e,0.39647007
1865_01,Earth,1.0,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0.0,Roses,1,G,S,1865,1,6,5,5-12,0.6216216216216216,0.16666667,0.4881356,0.4721994423486961,0.0,Earth -> TRAPPIST-1e,0.26738608
1865_02,Earth,0.0,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0.0,Roses,1,G,S,1865,2,6,5,1-4,0.7419354838709677,0.16666667,0.4881356,0.4721994423486961,0.0,Earth -> TRAPPIST-1e,0.26738608
1865_03,Earth,0.0,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0.0,Owery,1,G,S,1865,3,6,1,5-12,0.6216216216216216,0.16666667,0.32525358,0.4721994423486961,0.0,Earth -> TRAPPIST-1e,0.26738608
1865_04,Earth,0.0,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0.0,Roses,1,G,S,1865,4,6,5,5-12,0.6216216216216216,0.16666667,0.4881356,0.4721994423486961,0.0,Earth -> TRAPPIST-1e,0.26738608
1865_05,Earth,0.0,TRAPPIST-1e,25.0,False,0.0,60.0,0.0,646.0,1115.0,False,0,1821.0,Roses,0,G,S,1865,5,6,5,18-42,0.47507897507897506,0.16666667,0.4881356,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1865_06,Earth,0.0,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0.0,Roses,1,G,S,1865,6,6,5,5-12,0.6216216216216216,0.16666667,0.4881356,0.4721994423486961,0.0,Earth -> TRAPPIST-1e,0.26738608
1866_01,Earth,0.0,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,865.0,False,0,865.0,Wolffy,0,F,P,1866,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1868_01,Mars,1.0,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0.0,Fincy,0,F,P,1868,1,1,1,43+,0.4897324206596142,1.0,0.32525358,0.4721994423486961,1930.852210892215,Mars -> TRAPPIST-1e,0.39647007
1871_01,Europa,0.0,TRAPPIST-1e,31.0,True,0.0,1983.0,0.0,172.0,52.0,True,0,2207.0,Spedlybood,0,C,S,1871,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Europa -> TRAPPIST-1e,0.4031903
1872_01,Mars,1.0,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0.0,Wala,0,E,S,1872,1,1,1,18-42,0.47507897507897506,1.0,0.32525358,0.4721994423486961,1622.826575562012,Mars -> TRAPPIST-1e,0.39647007
1873_01,Earth,1.0,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0.0,Barrison,0,G,S,1873,1,1,1,18-42,0.47507897507897506,1.0,0.32525358,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1874_01,Earth,1.0,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0.0,Woodgezalez,1,G,P,1874,1,2,2,0,0.8089887640449438,0.5,0.39817518,0.4721994423486961,0.0,Earth -> TRAPPIST-1e,0.26738608
1874_02,Earth,0.0,PSO J318.5-22,29.0,False,0.0,0.0,0.0,486.0,1479.0,False,0,1965.0,Woodgezalez,0,F,P,1874,2,2,2,18-42,0.47507897507897506,0.5,0.39817518,0.5037688442211056,1622.826575562012,Earth -> PSO J318.5-22,0.50735295
1877_01,Earth,0.0,TRAPPIST-1e,37.0,False,28.0,25.0,26.0,806.0,3.0,False,0,888.0,Ellahan,0,G,P,1877,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1878_01,Earth,0.0,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,724.0,0.0,False,0,724.0,Chenson,0,F,P,1878,1,1,1,43+,0.4897324206596142,0.0,0.32525358,0.4721994423486961,1930.852210892215,Earth -> TRAPPIST-1e,0.26738608
1879_01,Europa,0.0,TRAPPIST-1e,36.0,False,0.0,583.0,1789.0,19.0,1009.0,False,0,3400.0,Inderly,0,D,P,1879,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Europa -> TRAPPIST-1e,0.4031903
1880_01,Earth,0.0,55 Cancri e,20.0,False,470.0,128.0,0.0,0.0,9.0,False,0,607.0,Clean,0,F,P,1880,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.61,1622.826575562012,Earth -> 55 Cancri e,0.3195266
1881_01,Earth,0.0,TRAPPIST-1e,20.0,False,2215.0,0.0,0.0,86.0,0.0,True,0,2301.0,Valey,0,F,P,1881,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1882_01,Europa,0.0,55 Cancri e,18.0,False,0.0,16263.0,72.0,0.0,15.0,True,0,16350.0,Antcal,0,C,S,1882,1,2,2,18-42,0.47507897507897506,0.5,0.39817518,0.61,1622.826575562012,Europa -> 55 Cancri e,0.51537883
1882_02,Europa,1.0,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0.0,Antcal,0,C,S,1882,2,2,2,18-42,0.47507897507897506,0.5,0.39817518,0.61,1622.826575562012,Europa -> 55 Cancri e,0.51537883
1884_01,Mars,1.0,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0.0,Meake,0,E,S,1884,1,1,1,43+,0.4897324206596142,1.0,0.32525358,0.4721994423486961,1930.852210892215,Mars -> TRAPPIST-1e,0.39647007
1886_01,Earth,0.0,TRAPPIST-1e,26.0,False,0.0,3.0,176.0,611.0,0.0,False,0,790.0,Morrows,0,E,S,1886,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1887_01,Earth,0.0,TRAPPIST-1e,35.0,False,0.0,88.0,718.0,46.0,0.0,False,0,852.0,Pooley,0,G,S,1887,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1888_01,Earth,0.0,TRAPPIST-1e,30.0,False,116.0,0.0,0.0,728.0,29.0,True,0,873.0,Barrelliver,0,F,S,1888,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1889_01,Earth,0.0,TRAPPIST-1e,22.0,False,0.0,0.0,22.0,0.0,702.0,False,0,724.0,Hewson,0,F,P,1889,1,2,2,18-42,0.47507897507897506,0.5,0.39817518,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1889_02,Earth,1.0,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0.0,Hewson,1,G,P,1889,2,2,2,5-12,0.6216216216216216,0.5,0.39817518,0.4721994423486961,0.0,Earth -> TRAPPIST-1e,0.26738608
1890_01,Earth,1.0,55 Cancri e,43.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0.0,Englence,0,G,P,1890,1,1,1,43+,0.4897324206596142,1.0,0.32525358,0.61,1930.852210892215,Earth -> 55 Cancri e,0.3195266
1891_01,Mars,1.0,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0.0,Unknown_20,0,E,S,1891,1,1,1,43+,0.4897324206596142,1.0,0.32525358,0.4721994423486961,1930.852210892215,Mars -> TRAPPIST-1e,0.39647007
1892_01,Europa,0.0,TRAPPIST-1e,50.0,False,5.0,809.0,0.0,309.0,731.0,True,0,1854.0,Couseced,0,D,P,1892,1,3,1,43+,0.4897324206596142,0.0,0.32525358,0.4721994423486961,1930.852210892215,Europa -> TRAPPIST-1e,0.4031903
1892_02,Europa,0.0,TRAPPIST-1e,29.0,False,4.0,841.0,0.0,363.0,1107.0,True,0,2315.0,Stpingepid,0,D,P,1892,2,3,2,18-42,0.47507897507897506,0.0,0.39817518,0.4721994423486961,1622.826575562012,Europa -> TRAPPIST-1e,0.4031903
1892_03,Europa,0.0,55 Cancri e,19.0,False,0.0,748.0,158.0,5037.0,44.0,False,0,5987.0,Stpingepid,0,D,P,1892,3,3,2,18-42,0.47507897507897506,0.0,0.39817518,0.61,1622.826575562012,Europa -> 55 Cancri e,0.51537883
1897_01,Europa,0.0,55 Cancri e,39.0,False,0.0,10153.0,1.0,78.0,5063.0,True,0,15295.0,Gocent,0,C,S,1897,1,2,2,18-42,0.47507897507897506,0.0,0.39817518,0.61,1622.826575562012,Europa -> 55 Cancri e,0.51537883
1897_02,Europa,0.0,TRAPPIST-1e,38.0,False,0.0,354.0,0.0,1806.0,0.0,True,0,2160.0,Gocent,0,C,S,1897,2,2,2,18-42,0.47507897507897506,0.0,0.39817518,0.4721994423486961,1622.826575562012,Europa -> TRAPPIST-1e,0.4031903
1898_01,Earth,1.0,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0.0,Fishopper,0,G,S,1898,1,1,1,18-42,0.47507897507897506,1.0,0.32525358,0.61,1622.826575562012,Earth -> 55 Cancri e,0.3195266
1899_01,Earth,0.0,PSO J318.5-22,25.0,False,11.0,44.0,397.0,0.0,0.0,False,0,452.0,Curton,0,G,S,1899,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.5037688442211056,1622.826575562012,Earth -> PSO J318.5-22,0.50735295
1901_01,Europa,1.0,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0.0,Tractive,0,A,P,1901,1,2,2,43+,0.4897324206596142,1.0,0.39817518,0.61,1930.852210892215,Europa -> 55 Cancri e,0.51537883
1901_02,Europa,1.0,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0.0,Tractive,0,A,P,1901,2,2,2,18-42,0.47507897507897506,1.0,0.39817518,0.61,1622.826575562012,Europa -> 55 Cancri e,0.51537883
1902_01,Earth,0.0,TRAPPIST-1e,19.0,False,42.0,0.0,345.0,1431.0,0.0,False,0,1818.0,Carvis,0,G,S,1902,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1903_01,Earth,1.0,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0.0,Loway,0,G,P,1903,1,1,1,43+,0.4897324206596142,1.0,0.32525358,0.4721994423486961,1930.852210892215,Earth -> TRAPPIST-1e,0.26738608
1905_01,Earth,0.0,55 Cancri e,40.0,False,1465.0,39.0,0.0,0.0,1225.0,False,0,2729.0,Torrez,0,F,S,1905,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.61,1622.826575562012,Earth -> 55 Cancri e,0.3195266
1906_01,Earth,1.0,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0.0,Booneid,0,G,S,1906,1,1,1,13-17,0.5601926163723917,1.0,0.32525358,0.4721994423486961,827.553217113614,Earth -> TRAPPIST-1e,0.26738608
1907_01,Europa,0.0,TRAPPIST-1e,50.0,False,643.1341961852861,1810.0,0.0,126.0,247.0,False,0,2826.134196185286,Neceriont,0,D,P,1907,1,1,1,43+,0.4897324206596142,0.0,0.32525358,0.4721994423486961,1930.852210892215,Europa -> TRAPPIST-1e,0.4031903
1908_01,Mars,0.0,TRAPPIST-1e,18.0,False,1218.0,0.0,34.0,1095.0,0.0,False,0,2347.0,Chcak,0,E,P,1908,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Mars -> TRAPPIST-1e,0.39647007
1911_01,Earth,0.0,TRAPPIST-1e,46.0,False,8.0,652.0,0.0,5.0,90.0,False,0,755.0,Cartez,0,G,S,1911,1,1,1,43+,0.4897324206596142,0.0,0.32525358,0.4721994423486961,1930.852210892215,Earth -> TRAPPIST-1e,0.26738608
1915_01,Earth,0.0,TRAPPIST-1e,29.0,False,0.0,51.0,0.0,37.0,704.0,False,0,792.0,Hurchez,0,E,P,1915,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1916_01,Europa,1.0,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0.0,Castery,0,D,P,1916,1,2,2,13-17,0.5601926163723917,0.5,0.39817518,0.4721994423486961,827.553217113614,Europa -> TRAPPIST-1e,0.4031903
1916_02,Europa,0.0,55 Cancri e,22.0,False,1744.0,79.0,0.0,12.0,1514.0,False,0,3349.0,Castery,0,D,P,1916,2,2,2,18-42,0.47507897507897506,0.5,0.39817518,0.61,1622.826575562012,Europa -> 55 Cancri e,0.51537883
1918_01,Europa,1.0,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0.0,Assibler,1,A,S,1918,1,3,3,0,0.8089887640449438,0.6666667,0.42001408,0.4721994423486961,0.0,Europa -> TRAPPIST-1e,0.4031903
1918_02,Europa,1.0,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0.0,Assibler,0,A,S,1918,2,3,3,43+,0.4897324206596142,0.6666667,0.42001408,0.4721994423486961,1930.852210892215,Europa -> TRAPPIST-1e,0.4031903
1918_03,Europa,0.0,TRAPPIST-1e,38.0,False,34.0,2043.0,0.0,1339.0,0.0,True,0,3416.0,Assibler,0,A,S,1918,3,3,3,18-42,0.47507897507897506,0.6666667,0.42001408,0.4721994423486961,1622.826575562012,Europa -> TRAPPIST-1e,0.4031903
1920_01,Mars,0.0,TRAPPIST-1e,46.0,False,731.0,0.0,288.0,0.0,2.0,False,0,1021.0,Horte,0,E,P,1920,1,1,1,43+,0.4897324206596142,0.0,0.32525358,0.4721994423486961,1930.852210892215,Mars -> TRAPPIST-1e,0.39647007
1922_01,Earth,1.0,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0.0,Hickson,0,G,S,1922,1,1,1,18-42,0.47507897507897506,1.0,0.32525358,0.61,1622.826575562012,Earth -> 55 Cancri e,0.3195266
1923_01,Europa,0.0,TRAPPIST-1e,63.0,False,0.0,4286.0,18.0,4.0,872.0,True,0,5180.0,Dister,0,C,P,1923,1,2,2,43+,0.4897324206596142,0.5,0.39817518,0.4721994423486961,1930.852210892215,Europa -> TRAPPIST-1e,0.4031903
1923_02,Europa,1.0,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0.0,Dister,0,C,P,1923,2,2,2,18-42,0.47507897507897506,0.5,0.39817518,0.61,1622.826575562012,Europa -> 55 Cancri e,0.51537883
1925_01,Earth,1.0,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0.0,Matts,0,G,S,1925,1,1,1,43+,0.4897324206596142,1.0,0.32525358,0.4721994423486961,1930.852210892215,Earth -> TRAPPIST-1e,0.26738608
1926_01,Earth,1.0,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0.0,Conney,0,G,S,1926,1,1,1,18-42,0.47507897507897506,1.0,0.32525358,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1927_01,Mars,0.0,TRAPPIST-1e,55.0,False,2424.0,0.0,1.0,0.0,284.0,False,0,2709.0,Hapie,0,D,S,1927,1,1,1,43+,0.4897324206596142,0.0,0.32525358,0.4721994423486961,1930.852210892215,Mars -> TRAPPIST-1e,0.39647007
1928_01,Earth,0.0,PSO J318.5-22,21.0,False,0.0,0.0,107.0,166.0,388.0,True,0,661.0,Anthon,0,E,S,1928,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.5037688442211056,1622.826575562012,Earth -> PSO J318.5-22,0.50735295
1931_01,Europa,1.0,55 Cancri e,56.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0.0,Dressink,0,C,S,1931,1,1,1,43+,0.4897324206596142,1.0,0.32525358,0.61,1930.852210892215,Europa -> 55 Cancri e,0.51537883
1933_01,Earth,0.0,TRAPPIST-1e,45.0,False,10.0,0.0,0.0,823.6872237423701,0.0,True,0,833.6872237423701,Hammons,0,E,P,1933,1,1,1,43+,0.4897324206596142,0.0,0.32525358,0.4721994423486961,1930.852210892215,Earth -> TRAPPIST-1e,0.26738608
1935_01,Earth,1.0,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0.0,Gallenry,0,G,S,1935,1,1,1,18-42,0.47507897507897506,1.0,0.32525358,0.61,1622.826575562012,Earth -> 55 Cancri e,0.3195266
1937_01,Earth,0.0,TRAPPIST-1e,47.0,False,7.0,877.0,17.0,0.0,0.0,False,0,901.0,Knoxtones,0,F,S,1937,1,1,1,43+,0.4897324206596142,0.0,0.32525358,0.4721994423486961,1930.852210892215,Earth -> TRAPPIST-1e,0.26738608
1938_01,Earth,0.0,TRAPPIST-1e,36.0,False,0.0,0.0,1508.0,110.0,117.0,True,0,1735.0,Charpelaney,0,F,S,1938,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1939_01,Mars,0.0,TRAPPIST-1e,57.0,True,975.0,0.0,295.0,39.0,0.0,False,0,1309.0,Burta,0,F,P,1939,1,2,2,43+,0.4897324206596142,0.0,0.39817518,0.4721994423486961,1930.852210892215,Mars -> TRAPPIST-1e,0.39647007
1939_02,Mars,0.0,TRAPPIST-1e,13.0,False,3037.0,10.0,43.0,0.0,0.0,False,0,3090.0,Burta,0,D,P,1939,2,2,2,13-17,0.5601926163723917,0.0,0.39817518,0.4721994423486961,827.553217113614,Mars -> TRAPPIST-1e,0.39647007
1940_01,Mars,0.0,TRAPPIST-1e,27.0,False,120.0,0.0,1476.0,3.0,0.0,False,0,1599.0,Bate,0,F,P,1940,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Mars -> TRAPPIST-1e,0.39647007
1941_01,Earth,0.0,TRAPPIST-1e,20.0,False,717.0,0.0,0.0,0.0,0.0,False,0,717.0,Hendrewsons,0,F,S,1941,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1942_01,Earth,0.0,TRAPPIST-1e,47.0,False,0.0,444.0,328.0,56.0,875.6943820224719,False,0,1703.694382022472,Gaineyerson,0,G,P,1942,1,1,1,43+,0.4897324206596142,0.0,0.32525358,0.4721994423486961,1930.852210892215,Earth -> TRAPPIST-1e,0.26738608
1945_01,Earth,0.0,TRAPPIST-1e,15.0,False,0.0,0.0,787.0,0.0,0.0,False,0,787.0,Guezaley,0,E,P,1945,1,1,1,13-17,0.5601926163723917,0.0,0.32525358,0.4721994423486961,827.553217113614,Earth -> TRAPPIST-1e,0.26738608
1946_01,Earth,0.0,TRAPPIST-1e,34.0,False,0.0,0.0,53.0,731.0,0.0,False,0,784.0,Castannison,0,G,P,1946,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1947_01,Earth,0.0,TRAPPIST-1e,21.0,False,942.0,0.0,0.0,0.0,7.0,False,0,949.0,Vandan,0,F,S,1947,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1950_01,Earth,0.0,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,101.0,1357.0,False,0,1458.0,Welles,0,F,S,1950,1,1,1,43+,0.4897324206596142,0.0,0.32525358,0.4721994423486961,1930.852210892215,Earth -> TRAPPIST-1e,0.26738608
1952_01,Earth,0.0,TRAPPIST-1e,23.0,False,382.0,0.0,398.0,8.0,0.0,False,0,788.0,Unknown_21,0,E,P,1952,1,1,1,18-42,0.47507897507897506,0.0,0.32525358,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1953_01,Earth,0.0,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,717.0,False,0,717.0,Bradlerson,0,F,P,1953,1,1,1,43+,0.4897324206596142,0.0,0.32525358,0.4721994423486961,1930.852210892215,Earth -> TRAPPIST-1e,0.26738608
1956_01,Mars,0.0,TRAPPIST-1e,37.0,False,2765.0,0.0,1134.0,0.0,0.0,False,0,3899.0,Pread,0,D,S,1956,1,2,2,18-42,0.47507897507897506,0.0,0.39817518,0.4721994423486961,1622.826575562012,Mars -> TRAPPIST-1e,0.39647007
1956_02,Mars,0.0,PSO J318.5-22,44.0,False,708.0,0.0,5.0,0.0,74.0,True,0,787.0,Pread,0,D,S,1956,2,2,2,43+,0.4897324206596142,0.0,0.39817518,0.5037688442211056,1930.852210892215,Mars -> PSO J318.5-22,0.23880596
1957_01,Earth,1.0,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,False,0,0.0,Maynardner,0,G,S,1957,1,1,1,18-42,0.47507897507897506,1.0,0.32525358,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
1959_01,Europa,1.0,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0.0,Exibuctich,0,C,P,1959,1,3,3,13-17,0.5601926163723917,0.33333334,0.42001408,0.4721994423486961,827.553217113614,Europa -> TRAPPIST-1e,0.4031903
1959_02,Europa,0.0,TRAPPIST-1e,40.0,False,0.0,382.0,0.0,1.0,3822.0,False,0,4205.0,Exibuctich,0,C,P,1959,2,3,3,18-42,0.47507897507897506,0.33333334,0.42001408,0.4721994423486961,1622.826575562012,Europa -> TRAPPIST-1e,0.4031903
1959_03,Europa,0.0,55 Cancri e,29.0,False,0.0,433.0,4899.0,393.0,260.0,True,0,5985.0,Exibuctich,0,C,P,1959,3,3,3,18-42,0.47507897507897506,0.33333334,0.42001408,0.61,1622.826575562012,Europa -> 55 Cancri e,0.51537883
1960_01,Earth,1.0,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,0,0.0,Lynnerett,0,E,P,1960,1,2,2,18-42,0.47507897507897506,0.5,0.39817518,0.4721994423486961,1622.826575562012,Earth -> TRAPPIST-1e,0.26738608
