CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,type,Expenses,Is_Child,side,GroupSize,Siblings,AgeToTransported,CryoSleepInGroup,CryoSleepInFamily,DestinationToTransported,AgeClassToExpenses,MovementToCryoSleep,H_Earth,H_Europa,H_Mars,D_55 Cancri e,D_PSO J318.5-22,D_TRAPPIST-1e,d_A,d_B,d_C,d_D,d_E,d_F,d_G,d_T,A_0,A_1-4,A_13-17,A_18-42,A_43+,A_5-12,M_Earth -> 55 Cancri e,M_Earth -> PSO J318.5-22,M_Earth -> TRAPPIST-1e,M_Europa -> 55 Cancri e,M_Europa -> PSO J318.5-22,M_Europa -> TRAPPIST-1e,M_Mars -> 55 Cancri e,M_Mars -> PSO J318.5-22,M_Mars -> TRAPPIST-1e,Transported
0.0,0.2784810126582278,0.0,0.121728205486145,0.0026498507362559,0.0,0.0005355230274901,0.0627356731446567,0,0.0930613832772945,0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.5,0.48780076476523,0.9999999999999996,0.8404716665560492,0.883850436558208,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,1.0,0.2857142857142857,0.2857142857142857,1.0000000000000002,0.6666667,0.6121428685300703,0.0,0.0,0.5253269081393737,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.6582278481012658,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.2857142857142857,0.2857142857142857,0.0438844444363764,0.6666667,0.6121428685300703,0.0,1.0,0.5253269081393737,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.4810126582278481,0.0,0.0023731416207161,0.068527152584443,0.0,0.0597554444841128,0.0,0,0.0949231666990857,0,1.0,0.2857142857142857,0.2857142857142857,0.0,0.6666667,0.6121428685300703,0.0,0.8404716665560492,0.5253269081393737,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.5822784810126582,0.0,0.0510225448453968,0.0,0.0122594925932232,0.0,8.287407284631003e-05,0,0.0283713563231166,0,0.0,0.0,0.0,0.0438844444363764,0.0,0.0726138664371003,0.0,1.0,0.5038509108035845,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.2911392405063291,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0726138664371003,0.9999999999999996,0.8404716665560492,0.2579608509802784,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.7974683544303798,0.0,0.0,0.1437627880454835,0.0007662182870764,0.00017850767583,0.0361330957609911,0,0.1439408675354989,0,0.0,0.1428571428571428,0.1428571428571428,0.0438844444363764,0.5,0.48780076476523,0.0,1.0,0.5253269081393737,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.3037974683544304,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.5,0.48780076476523,0.9999999999999996,0.8404716665560492,0.883850436558208,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.6329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0438844444363764,1.0,0.0726138664371003,0.0,1.0,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2531645569620253,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0726138664371003,0.0,0.8404716665560492,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6962025316455696,0.0,0.1691910379004676,0.0,4.256768261535842e-05,0.0,0.011768118344176,0,0.0752771834273487,0,1.0,0.0,0.0,0.0438844444363764,0.0,0.0726138664371003,0.0,1.0,0.5038509108035845,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.2658227848101265,0.0,0.0,0.0,0.0045547420398433,0.0074080685469475,0.0160775701321841,0,0.0183677439075221,0,1.0,0.0,0.0,0.0,0.0,0.0726138664371003,0.2290948774844143,0.8404716665560492,0.8582019427570491,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.7088607594936709,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0438844444363764,1.0,0.0726138664371003,0.9999999999999996,1.0,0.883850436558208,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.569620253164557,0.0,0.0006979828296223,0.0,0.0,0.0367586229802914,0.0,0,0.0231663440615325,0,0.0,0.0,0.0,0.0438844444363764,0.0,0.0726138664371003,0.0,1.0,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.2278481012658227,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0726138664371003,0.9999999999999996,0.8404716665560492,0.2579608509802784,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5949367088607594,0.0,0.0004885879807356,0.0294166974138798,0.000723650604461,0.0,0.0,0,0.0250368188512518,0,1.0,0.0,0.0,0.0438844444363764,0.0,0.0726138664371003,0.0,1.0,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4556962025316455,0.0,0.0,0.0,0.0641920653839605,0.0049089610853266,0.0048481332615091,0,0.0482118542807124,0,1.0,0.0,0.0,0.0,0.0,0.0726138664371003,0.0,0.8404716665560492,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.7215189873417721,1.0,0.0680533258881831,0.0,0.0125574663715307,0.001740449839343,0.0,0,0.0363742462555922,0,0.0,0.1428571428571428,0.1428571428571428,0.0438844444363764,0.0,0.48780076476523,0.0,1.0,0.5038509108035845,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.1645569620253164,0.0,0.2119773853563202,0.0003354241438298,0.0018304103524604,0.0,0.0,0,0.0858643399005196,0,0.0,0.1428571428571428,0.1428571428571428,0.2549001080710793,0.0,0.48780076476523,0.0,0.4285947999775784,0.5038509108035845,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.3417721518987341,0.0,0.0083757939554686,0.0,0.062829899540269,0.0001338807568725,0.0,0,0.0444327118125989,0,0.0,0.0,0.0,0.0,0.0,0.0726138664371003,0.0,0.8404716665560492,0.5038509108035845,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.2531645569620253,0.0,0.0500453688839254,0.0,0.0,0.0,0.0,0,0.0199238613943924,0,1.0,0.0,0.0,0.0,0.0,0.0726138664371003,0.0,0.8404716665560492,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5949367088607594,0.0,0.0,0.0148928319860463,0.0139621998978375,0.0024991074616208,0.0362861800034173,0,0.0473419396454962,0,0.0,0.0,0.0,0.0438844444363764,0.0,0.0726138664371003,0.0,1.0,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1898734177215189,0.0,0.0,0.0,0.033500766218287,0.0,0.0,0,0.0218690082529802,0,0.0,0.0,0.0,0.2549001080710793,0.0,0.0726138664371003,0.0,0.4285947999775784,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.430379746835443,0.0,0.0,0.0,0.0022560871786139,0.0326222777579435,0.0,0,0.0217856448161836,0,0.0,0.0,0.0,0.0,0.0,0.0726138664371003,0.0,0.8404716665560492,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2658227848101265,0.0,0.0657499825504292,0.0,0.0,0.0,0.000290059254962,0,0.0263706338399977,0,1.0,0.0,0.0,0.0,0.0,0.0726138664371003,0.0,0.8404716665560492,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6455696202531646,0.0,0.0,0.0,0.0,0.004507318814709,0.0562300584262213,0,0.0405146302831578,0,1.0,0.0,0.0,0.0438844444363764,0.0,0.0726138664371003,0.0,1.0,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2911392405063291,0.0,0.0266629440915753,0.0,0.0169419376809126,0.0003570153516601,0.0,0,0.0218967960652457,0,0.0,0.0,0.0,0.0,0.0,0.0726138664371003,0.0,0.8404716665560492,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.7341772151898734,0.0,0.0,0.0,0.0,0.0,0.0297103551154021,0,0.0199238613943924,0,0.0,0.0,0.0,0.0438844444363764,0.0,0.0726138664371003,0.0,1.0,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4683544303797468,0.0,0.1929922523905912,0.0,0.0482717520858164,0.0,0.0,0,0.1083446800233417,0,1.0,0.1428571428571428,0.1428571428571428,0.0,0.0,0.48780076476523,0.0,0.8404716665560492,0.5038509108035845,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.5569620253164557,0.0,0.0494171843372653,0.0,0.0002128384130767,0.0,0.0030663406953134,0,0.0218690082529802,0,1.0,0.1428571428571428,0.1428571428571428,0.0438844444363764,0.0,0.48780076476523,0.2290948774844143,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.3164556962025316,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0726138664371003,0.0,0.8404716665560492,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.1898734177215189,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.2857142857142857,0.2857142857142857,0.2549001080710793,0.33333334,0.6121428685300703,0.0,0.4285947999775784,0.5253269081393737,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,0.5063291139240507,0.0,0.0,0.0128132022943011,0.0,4.4626918957515175e-05,0.1583723532092984,0,0.1168477505765971,0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.33333334,0.6121428685300703,0.0,0.8404716665560492,0.5253269081393737,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.3670886075949367,0.0,0.0,0.0145238654278334,0.2085390771326409,0.0175383791503034,0.0107736294700203,0,0.1663100564092589,0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.33333334,0.6121428685300703,0.9999999999999996,0.8404716665560492,0.883850436558208,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.4556962025316455,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.5,0.48780076476523,0.0,0.8404716665560492,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.2658227848101265,0.0,0.0,0.0,0.0288183211305976,0.00017850767583,0.0,0,0.0189235001528329,0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.5,0.48780076476523,0.2290948774844143,0.8404716665560492,0.8582019427570491,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.4430379746835443,0.0,0.0210790814545962,0.0002012544862979,0.0,0.000267761513745,0.025400903327394,0,0.0257593019701558,0,0.0,0.0,0.0,0.0,0.0,0.0726138664371003,0.0,0.8404716665560492,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.3037974683544304,0.0,0.0002093948488867,0.0121088115922584,0.0040013621658436,0.0367725812209925,0.0066299258277048,0,0.0400700252869091,0,0.0,0.2857142857142857,0.1428571428571428,0.0,0.33333334,0.48780076476523,0.0,0.8404716665560492,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0253164556962025,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.2857142857142857,0.1428571428571428,0.7991874380753481,0.33333334,0.48780076476523,0.9999999999999996,0.0,0.2579608509802784,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.2857142857142857,0.0,1.0000000000000002,0.33333334,0.0726138664371003,0.0,0.0,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.5443037974683544,0.0,0.0,0.0,0.0,0.0535523027490182,0.0007044296191936,0,0.0338177675271625,0,0.0,0.0,0.0,0.0438844444363764,0.0,0.0726138664371003,0.0,1.0,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.7974683544303798,0.0,0.0448896626080328,0.0291483580988159,4.256768261535842e-05,0.0167350946090681,0.1399328720009945,0,0.1463065605964733,0,1.0,0.0,0.0,0.0438844444363764,0.0,0.0726138664371003,0.0,1.0,0.5253269081393737,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.3797468354430379,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0726138664371003,0.0,0.8404716665560492,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.4810126582278481,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0726138664371003,0.2290948774844143,0.8404716665560492,0.8582019427570491,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.3417721518987341,0.0,0.0448896626080328,0.7066045013920101,0.0,0.1092466976079971,0.0950151245182944,0,0.7349913634419453,0,1.0,0.0,0.0,0.0,0.0,0.0726138664371003,0.9999999999999996,0.8404716665560492,0.883850436558208,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.6835443037974683,0.0,0.0002093948488867,0.0,0.00238379022646,0.0282488397001071,0.0,0,0.0192291660877539,0,1.0,0.0,0.0,0.0438844444363764,0.0,0.0726138664371003,0.2290948774844143,1.0,0.8582019427570491,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.4936708860759493,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0726138664371003,0.9999999999999996,0.8404716665560492,0.883850436558208,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.5189873417721519,0.0,0.2583932435262092,0.0,4.256768261535842e-05,0.0,0.0007458666556167,0,0.1033984494400755,0,0.0,0.0,0.0,0.0,0.0,0.0726138664371003,0.0,0.8404716665560492,0.5038509108035845,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.2784810126582278,0.0,0.0,0.0,0.0,0.0004462691895751,0.0315335847180209,0,0.0214244032567316,0,1.0,0.0,0.0,0.0,0.0,0.0726138664371003,0.0,0.8404716665560492,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2911392405063291,0.0,0.0,0.2695803843960688,0.0217604068012566,4.4626918957515175e-05,8.287407284631003e-05,0,0.2376190145490072,0,1.0,0.8571428571428572,0.1428571428571428,0.0,0.5714286,0.48780076476523,0.9999999999999996,0.8404716665560492,0.883850436558208,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.430379746835443,0.0,0.0010469742444335,0.1200147586623285,0.0,0.0367586229802914,0.0195997182281523,0,0.1358737106105641,0,1.0,0.8571428571428572,0.5714285714285714,0.0,0.5714286,1.0000000000000002,0.0,0.8404716665560492,0.5253269081393737,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.3291139240506329,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.8571428571428572,0.5714285714285714,0.0,0.5714286,1.0000000000000002,0.9999999999999996,0.8404716665560492,0.883850436558208,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.4936708860759493,0.0,6.979828296223913e-05,0.0996880555462382,0.0,0.1416904676901106,4.1437036423155016e-05,0,0.1708672576208075,0,1.0,0.8571428571428572,0.5714285714285714,0.0,0.5714286,1.0000000000000002,0.0,0.8404716665560492,0.5253269081393737,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.1898734177215189,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.8571428571428572,0.5714285714285714,0.2549001080710793,0.5714286,1.0000000000000002,0.9999999999999996,0.4285947999775784,0.883850436558208,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.810126582278481,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.8571428571428572,0.5714285714285714,0.0438844444363764,0.5714286,1.0000000000000002,0.0,1.0,0.5253269081393737,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.3164556962025316,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.8571428571428572,0.1428571428571428,0.0,0.5714286,0.48780076476523,0.0,0.8404716665560492,0.5253269081393737,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.4430379746835443,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0726138664371003,0.0,0.8404716665560492,0.5038509108035845,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.240506329113924,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0726138664371003,0.0,0.8404716665560492,0.0913341628153404,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
